symbol,bar_start_utc,bar_end_utc,open,high,low,close,volume,bar_vwap
ONEQ,2026-07-14T16:50:00+00:00,2026-07-14T16:55:00+00:00,102.76,102.76,102.76,102.76,836,102.76
ONEQ,2026-07-14T17:00:00+00:00,2026-07-14T17:05:00+00:00,102.88,102.94,102.88,102.94,1984,102.92
ONEQ,2026-07-14T17:05:00+00:00,2026-07-14T17:10:00+00:00,102.855,102.855,102.855,102.855,269,102.855
ONEQ,2026-07-14T17:10:00+00:00,2026-07-14T17:15:00+00:00,102.91,102.91,102.91,102.91,825,102.91
ONEQ,2026-07-14T17:15:00+00:00,2026-07-14T17:20:00+00:00,102.85,102.88,102.8375,102.88,945,102.8658
ONEQ,2026-07-14T17:20:00+00:00,2026-07-14T17:25:00+00:00,102.95,102.95,102.95,102.95,851,102.95
ONEQ,2026-07-14T17:25:00+00:00,2026-07-14T17:30:00+00:00,102.9839,102.9839,102.95,102.95,2797,102.9613
ONEQ,2026-07-14T17:30:00+00:00,2026-07-14T17:35:00+00:00,102.88,102.92,102.88,102.8884,5772,102.8961
ONEQ,2026-07-14T17:35:00+00:00,2026-07-14T17:40:00+00:00,102.89,102.99,102.89,102.99,1055,102.9567
ONEQ,2026-07-14T17:45:00+00:00,2026-07-14T17:50:00+00:00,102.88,102.98,102.88,102.98,4806,102.9467
ONEQ,2026-07-14T17:50:00+00:00,2026-07-14T17:55:00+00:00,102.9799,102.9799,102.9578,102.9578,2689,102.9652
ONEQ,2026-07-14T17:55:00+00:00,2026-07-14T18:00:00+00:00,102.975,103.0,102.96,102.995,7939,102.985
ONEQ,2026-07-14T18:00:00+00:00,2026-07-14T18:05:00+00:00,103.005,103.04,102.975,102.99,2438,103.0017
ONEQ,2026-07-14T18:05:00+00:00,2026-07-14T18:10:00+00:00,103.02,103.02,102.9909,102.9909,697,103.0006
ONEQ,2026-07-14T18:10:00+00:00,2026-07-14T18:15:00+00:00,103.0,103.0,103.0,103.0,539,103.0
ONEQ,2026-07-14T18:15:00+00:00,2026-07-14T18:20:00+00:00,102.95,103.02,102.95,103.02,449,102.9967
ONEQ,2026-07-14T18:20:00+00:00,2026-07-14T18:25:00+00:00,103.02,103.02,103.02,103.02,476,103.02
ONEQ,2026-07-14T18:25:00+00:00,2026-07-14T18:30:00+00:00,103.0899,103.0899,103.025,103.025,1603,103.0466
ONEQ,2026-07-14T18:30:00+00:00,2026-07-14T18:35:00+00:00,103.03,103.03,103.03,103.03,158,103.03
ONEQ,2026-07-14T18:35:00+00:00,2026-07-14T18:40:00+00:00,103.1,103.1,103.04,103.04,2350,103.06
ONEQ,2026-07-14T18:40:00+00:00,2026-07-14T18:45:00+00:00,103.0699,103.0699,102.9275,102.9275,1177,102.975
ONEQ,2026-07-14T18:45:00+00:00,2026-07-14T18:50:00+00:00,102.93,102.9539,102.93,102.9539,513,102.9459
ONEQ,2026-07-14T18:50:00+00:00,2026-07-14T18:55:00+00:00,102.99,102.99,102.987,102.987,3880,102.988
ONEQ,2026-07-14T18:55:00+00:00,2026-07-14T19:00:00+00:00,103.02,103.02,102.96,102.96,1707,102.98
ONEQ,2026-07-14T19:05:00+00:00,2026-07-14T19:10:00+00:00,102.9,102.9,102.9,102.9,828,102.9
ONEQ,2026-07-14T19:10:00+00:00,2026-07-14T19:15:00+00:00,102.98,102.98,102.98,102.98,486,102.98
ONEQ,2026-07-14T19:15:00+00:00,2026-07-14T19:20:00+00:00,102.91,102.92,102.91,102.92,826,102.9167
ONEQ,2026-07-14T19:20:00+00:00,2026-07-14T19:25:00+00:00,102.92,103.02,102.91,103.02,20567,102.9833
ONEQ,2026-07-14T19:25:00+00:00,2026-07-14T19:30:00+00:00,102.97,102.975,102.96,102.96,1668,102.965
ONEQ,2026-07-14T19:30:00+00:00,2026-07-14T19:35:00+00:00,102.88,102.88,102.81,102.875,2152,102.855
ONEQ,2026-07-14T19:35:00+00:00,2026-07-14T19:40:00+00:00,102.87,102.87,102.87,102.87,389,102.87
ONEQ,2026-07-14T19:40:00+00:00,2026-07-14T19:45:00+00:00,102.8558,102.885,102.84,102.84,4991,102.855
ONEQ,2026-07-14T19:45:00+00:00,2026-07-14T19:50:00+00:00,102.93,102.97,102.91,102.91,2608,102.93
ONEQ,2026-07-14T19:50:00+00:00,2026-07-14T19:55:00+00:00,102.92,102.955,102.9014,102.94,3351,102.9321
ONEQ,2026-07-14T19:55:00+00:00,2026-07-14T20:00:00+00:00,102.84,102.92,102.84,102.88,7168,102.88
ONEQ,2026-07-15T13:30:00+00:00,2026-07-15T13:35:00+00:00,103.26,103.55,103.26,103.55,9625,103.4533
ONEQ,2026-07-15T13:35:00+00:00,2026-07-15T13:40:00+00:00,103.56,103.6074,103.374,103.405,2989,103.4621
ONEQ,2026-07-15T13:40:00+00:00,2026-07-15T13:45:00+00:00,103.49,103.49,103.3,103.3,8170,103.3633
ONEQ,2026-07-15T13:45:00+00:00,2026-07-15T13:50:00+00:00,103.28,103.28,103.255,103.255,735,103.2633
ONEQ,2026-07-15T13:50:00+00:00,2026-07-15T13:55:00+00:00,103.2899,103.2899,103.1,103.105,4752,103.165
ONEQ,2026-07-15T13:55:00+00:00,2026-07-15T14:00:00+00:00,103.32,103.34,103.2633,103.3065,2201,103.3033
ONEQ,2026-07-15T14:00:00+00:00,2026-07-15T14:05:00+00:00,103.435,103.61,103.435,103.61,3817,103.5517
ONEQ,2026-07-15T14:05:00+00:00,2026-07-15T14:10:00+00:00,103.53,103.58,103.53,103.54,1567,103.55
ONEQ,2026-07-15T14:10:00+00:00,2026-07-15T14:15:00+00:00,103.655,103.655,103.51,103.54,4001,103.5683
ONEQ,2026-07-15T14:15:00+00:00,2026-07-15T14:20:00+00:00,103.5,103.565,103.4801,103.4801,2835,103.5084
ONEQ,2026-07-15T14:20:00+00:00,2026-07-15T14:25:00+00:00,103.51,103.51,103.51,103.51,609,103.51
ONEQ,2026-07-15T14:25:00+00:00,2026-07-15T14:30:00+00:00,103.105,103.275,103.105,103.275,2510,103.2183
ONEQ,2026-07-15T14:30:00+00:00,2026-07-15T14:35:00+00:00,103.26,103.26,103.26,103.26,404,103.26
ONEQ,2026-07-15T14:35:00+00:00,2026-07-15T14:40:00+00:00,103.345,103.345,103.07,103.07,1162,103.1617
ONEQ,2026-07-15T14:40:00+00:00,2026-07-15T14:45:00+00:00,103.0,103.025,102.88,103.025,1320,102.9767
ONEQ,2026-07-15T14:45:00+00:00,2026-07-15T14:50:00+00:00,102.995,102.995,102.975,102.975,738,102.9817
ONEQ,2026-07-15T14:50:00+00:00,2026-07-15T14:55:00+00:00,103.0,103.1,102.94,102.94,5140,102.9933
ONEQ,2026-07-15T14:55:00+00:00,2026-07-15T15:00:00+00:00,103.075,103.075,103.075,103.075,667,103.075
ONEQ,2026-07-15T15:00:00+00:00,2026-07-15T15:05:00+00:00,103.07,103.07,103.025,103.06,1566,103.0517
ONEQ,2026-07-15T15:05:00+00:00,2026-07-15T15:10:00+00:00,103.1499,103.1499,103.02,103.085,1072,103.085
ONEQ,2026-07-15T15:10:00+00:00,2026-07-15T15:15:00+00:00,103.2899,103.2899,103.095,103.095,1933,103.16
ONEQ,2026-07-15T15:15:00+00:00,2026-07-15T15:20:00+00:00,103.1999,103.1999,103.09,103.09,1075,103.1266
ONEQ,2026-07-15T15:20:00+00:00,2026-07-15T15:25:00+00:00,103.06,103.095,102.92,102.9731,1606,102.996
ONEQ,2026-07-15T15:25:00+00:00,2026-07-15T15:30:00+00:00,103.06,103.23,103.06,103.23,4145,103.1733
ONEQ,2026-07-15T15:30:00+00:00,2026-07-15T15:35:00+00:00,103.27,103.3645,103.11,103.27,16327,103.2482
ONEQ,2026-07-15T15:35:00+00:00,2026-07-15T15:40:00+00:00,103.19,103.24,103.19,103.24,1411,103.2233
ONEQ,2026-07-15T15:40:00+00:00,2026-07-15T15:45:00+00:00,103.39,103.39,103.24,103.24,1877,103.29
ONEQ,2026-07-15T15:45:00+00:00,2026-07-15T15:50:00+00:00,103.19,103.2399,103.155,103.2399,11700,103.2116
ONEQ,2026-07-15T15:50:00+00:00,2026-07-15T15:55:00+00:00,103.125,103.125,103.04,103.08,4255,103.0817
ONEQ,2026-07-15T15:55:00+00:00,2026-07-15T16:00:00+00:00,103.07,103.1699,103.03,103.13,8796,103.11
ONEQ,2026-07-15T16:00:00+00:00,2026-07-15T16:05:00+00:00,103.1308,103.14,102.9901,102.9901,3130,103.0401
ONEQ,2026-07-15T16:05:00+00:00,2026-07-15T16:10:00+00:00,103.0,103.0,102.875,102.9321,2295,102.9357
ONEQ,2026-07-15T16:10:00+00:00,2026-07-15T16:15:00+00:00,102.89,102.89,102.8,102.8,537,102.83
ONEQ,2026-07-15T16:15:00+00:00,2026-07-15T16:20:00+00:00,102.84,102.84,102.83,102.83,2894,102.8333
ONEQ,2026-07-15T16:20:00+00:00,2026-07-15T16:25:00+00:00,102.81,102.81,102.705,102.705,1017,102.74
ONEQ,2026-07-15T16:25:00+00:00,2026-07-15T16:30:00+00:00,102.71,102.91,102.71,102.91,3574,102.8433
ONEQ,2026-07-15T16:30:00+00:00,2026-07-15T16:35:00+00:00,102.825,102.87,102.67,102.6934,5991,102.7445
ONEQ,2026-07-15T16:35:00+00:00,2026-07-15T16:40:00+00:00,102.66,102.72,102.62,102.655,3521,102.665
ONEQ,2026-07-15T16:40:00+00:00,2026-07-15T16:45:00+00:00,102.61,102.6999,102.61,102.675,3109,102.6616
ONEQ,2026-07-15T16:45:00+00:00,2026-07-15T16:50:00+00:00,102.65,102.93,102.65,102.7743,7716,102.7848
ONEQ,2026-07-15T16:50:00+00:00,2026-07-15T16:55:00+00:00,102.79,102.89,102.79,102.8802,2727,102.8534
ONEQ,2026-07-15T16:55:00+00:00,2026-07-15T17:00:00+00:00,102.885,102.885,102.7597,102.82,3609,102.8216
ONEQ,2026-07-15T17:00:00+00:00,2026-07-15T17:05:00+00:00,102.9331,102.95,102.9055,102.95,2584,102.9352
ONEQ,2026-07-15T17:05:00+00:00,2026-07-15T17:10:00+00:00,102.93,102.9833,102.93,102.9833,1669,102.9655
ONEQ,2026-07-15T17:10:00+00:00,2026-07-15T17:15:00+00:00,103.0,103.0,103.0,103.0,277,103.0
ONEQ,2026-07-15T17:15:00+00:00,2026-07-15T17:20:00+00:00,102.99,102.99,102.98,102.98,2559,102.9833
ONEQ,2026-07-15T17:20:00+00:00,2026-07-15T17:25:00+00:00,103.0959,103.15,103.07,103.15,4423,103.1233
ONEQ,2026-07-15T17:25:00+00:00,2026-07-15T17:30:00+00:00,103.0501,103.06,103.0501,103.06,1497,103.0567
ONEQ,2026-07-15T17:30:00+00:00,2026-07-15T17:35:00+00:00,103.185,103.24,103.185,103.24,1763,103.2217
ONEQ,2026-07-15T17:35:00+00:00,2026-07-15T17:40:00+00:00,103.18,103.18,103.175,103.175,428,103.1767
ONEQ,2026-07-15T17:40:00+00:00,2026-07-15T17:45:00+00:00,103.2899,103.2899,103.17,103.17,2960,103.21
ONEQ,2026-07-15T17:45:00+00:00,2026-07-15T17:50:00+00:00,103.2,103.37,103.2,103.37,5918,103.3133
ONEQ,2026-07-15T17:50:00+00:00,2026-07-15T17:55:00+00:00,103.37,103.44,103.37,103.44,1177,103.4167
ONEQ,2026-07-15T17:55:00+00:00,2026-07-15T18:00:00+00:00,103.41,103.42,103.3427,103.352,5710,103.3716
ONEQ,2026-07-15T18:05:00+00:00,2026-07-15T18:10:00+00:00,103.435,103.4799,103.3701,103.465,3851,103.4383
ONEQ,2026-07-15T18:10:00+00:00,2026-07-15T18:15:00+00:00,103.5399,103.57,103.485,103.57,3443,103.5417
ONEQ,2026-07-15T18:15:00+00:00,2026-07-15T18:20:00+00:00,103.44,103.5199,103.44,103.5199,3251,103.4933
ONEQ,2026-07-15T18:20:00+00:00,2026-07-15T18:25:00+00:00,103.48,103.515,103.46,103.5,3400,103.4917
